,DC,Fixed_Den_Pitt,Fixed_Plant_Const,From Camden,From Modesto,Number of DCs,cost,min_time
1,Pittsburgh,TRUE,FALSE,3508895,0,3,11727497.8,5
1,Atlanta,TRUE,FALSE,0,0,4,11497627.86,5
1,Charleston,TRUE,FALSE,0,0,4,11497627.86,5
1,Charlotte,TRUE,FALSE,0,0,4,11497627.86,5
1,Chattanooga,TRUE,FALSE,0,0,4,11497627.86,5
1,Chicago,TRUE,FALSE,0,0,4,11497627.86,5
1,Cincinnati,TRUE,FALSE,0,0,4,11497627.86,5
1,Dallas,TRUE,FALSE,0,0,4,11497627.86,5
1,Denver,TRUE,FALSE,0,2992169,4,11497627.86,5
1,Greenville,TRUE,FALSE,5320560,0,4,11497627.86,5
1,Indianapolis,TRUE,FALSE,5941422,0,4,11497627.86,5
1,Knoxville,TRUE,FALSE,0,0,4,11497627.86,5
1,Louisville,TRUE,FALSE,0,0,4,11497627.86,5
1,Memphis,TRUE,FALSE,0,0,4,11497627.86,5
1,Nashville,TRUE,FALSE,0,0,4,11497627.86,5
1,Pittsburgh,TRUE,FALSE,2800538,0,4,11497627.86,5
1,Atlanta,TRUE,FALSE,0,0,5,11346083.41,5
1,Charleston,TRUE,FALSE,0,0,5,11346083.41,5
1,Charlotte,TRUE,FALSE,0,0,5,11346083.41,5
1,Chattanooga,TRUE,FALSE,0,0,5,11346083.41,5
1,Chicago,TRUE,FALSE,0,0,5,11346083.41,5
1,Cincinnati,TRUE,FALSE,0,0,5,11346083.41,5
1,Dallas,TRUE,FALSE,1557558,0,5,11346083.41,5
1,Denver,TRUE,FALSE,0,2581214,5,11346083.41,5
1,Greenville,TRUE,FALSE,4482582,0,5,11346083.41,5
1,Indianapolis,TRUE,FALSE,5632797,0,5,11346083.41,5
1,Knoxville,TRUE,FALSE,0,0,5,11346083.41,5
1,Louisville,TRUE,FALSE,0,0,5,11346083.41,5
1,Memphis,TRUE,FALSE,0,0,5,11346083.41,5
1,Nashville,TRUE,FALSE,0,0,5,11346083.41,5
1,Pittsburgh,TRUE,FALSE,2800538,0,5,11346083.41,5
1,Atlanta,TRUE,FALSE,0,0,6,11319594.01,5
1,Charleston,TRUE,FALSE,1635612,0,6,11319594.01,5
1,Charlotte,TRUE,FALSE,0,0,6,11319594.01,5
1,Chattanooga,TRUE,FALSE,0,0,6,11319594.01,5
1,Chicago,TRUE,FALSE,0,0,6,11319594.01,5
1,Cincinnati,TRUE,FALSE,0,0,6,11319594.01,5
1,Dallas,TRUE,FALSE,1557558,0,6,11319594.01,5
1,Denver,TRUE,FALSE,0,2581214,6,11319594.01,5
1,Greenville,TRUE,FALSE,4214105,0,6,11319594.01,5
1,Indianapolis,TRUE,FALSE,5628987,0,6,11319594.01,5
1,Knoxville,TRUE,FALSE,0,0,6,11319594.01,5
1,Louisville,TRUE,FALSE,0,0,6,11319594.01,5
1,Memphis,TRUE,FALSE,0,0,6,11319594.01,5
1,Nashville,TRUE,FALSE,0,0,6,11319594.01,5
1,Pittsburgh,TRUE,FALSE,1437213,0,6,11319594.01,5
1,Atlanta,TRUE,FALSE,0,0,7,11298514.35,5
1,Charleston,TRUE,FALSE,1635612,0,7,11298514.35,5
1,Charlotte,TRUE,FALSE,0,0,7,11298514.35,5
1,Chattanooga,TRUE,FALSE,0,0,7,11298514.35,5
1,Chicago,TRUE,FALSE,0,0,7,11298514.35,5
1,Cincinnati,TRUE,FALSE,0,0,7,11298514.35,5
1,Dallas,TRUE,FALSE,1393523,0,7,11298514.35,5
1,Denver,TRUE,FALSE,0,2581214,7,11298514.35,5
1,Greenville,TRUE,FALSE,4084525,0,7,11298514.35,5
1,Indianapolis,TRUE,FALSE,5794020,0,7,11298514.35,5
1,Knoxville,TRUE,FALSE,0,0,7,11298514.35,5
1,Louisville,TRUE,FALSE,0,0,7,11298514.35,5
1,Memphis,TRUE,FALSE,646858,0,7,11298514.35,5
1,Nashville,TRUE,FALSE,0,0,7,11298514.35,5
1,Pittsburgh,TRUE,FALSE,918937,0,7,11298514.35,5
1,Atlanta,TRUE,FALSE,476601,0,8,11284697.87,5
1,Charleston,TRUE,FALSE,1635612,0,8,11284697.87,5
1,Charlotte,TRUE,FALSE,0,0,8,11284697.87,5
1,Chattanooga,TRUE,FALSE,0,0,8,11284697.87,5
1,Chicago,TRUE,FALSE,0,0,8,11284697.87,5
1,Cincinnati,TRUE,FALSE,0,0,8,11284697.87,5
1,Dallas,TRUE,FALSE,1360700,0,8,11284697.87,5
1,Denver,TRUE,FALSE,0,2581214,8,11284697.87,5
1,Greenville,TRUE,FALSE,3821148,0,8,11284697.87,5
1,Indianapolis,TRUE,FALSE,5110583,0,8,11284697.87,5
1,Knoxville,TRUE,FALSE,0,0,8,11284697.87,5
1,Louisville,TRUE,FALSE,0,0,8,11284697.87,5
1,Memphis,TRUE,FALSE,631618,0,8,11284697.87,5
1,Nashville,TRUE,FALSE,0,0,8,11284697.87,5
1,Pittsburgh,TRUE,FALSE,1437213,0,8,11284697.87,5
1,Atlanta,TRUE,FALSE,476601,0,9,11271344.57,5
1,Charleston,TRUE,FALSE,1635612,0,9,11271344.57,5
1,Charlotte,TRUE,FALSE,0,0,9,11271344.57,5
1,Chattanooga,TRUE,FALSE,0,0,9,11271344.57,5
1,Chicago,TRUE,FALSE,504285,0,9,11271344.57,5
1,Cincinnati,TRUE,FALSE,0,0,9,11271344.57,5
1,Dallas,TRUE,FALSE,1360700,0,9,11271344.57,5
1,Denver,TRUE,FALSE,0,2581214,9,11271344.57,5
1,Greenville,TRUE,FALSE,3678234,0,9,11271344.57,5
1,Indianapolis,TRUE,FALSE,4813420,0,9,11271344.57,5
1,Knoxville,TRUE,FALSE,0,0,9,11271344.57,5
1,Louisville,TRUE,FALSE,0,0,9,11271344.57,5
1,Memphis,TRUE,FALSE,567410,0,9,11271344.57,5
1,Nashville,TRUE,FALSE,0,0,9,11271344.57,5
1,Pittsburgh,TRUE,FALSE,1437213,0,9,11271344.57,5
1,Atlanta,TRUE,FALSE,476601,0,10,11259626.24,5
1,Charleston,TRUE,FALSE,1635612,0,10,11259626.24,5
1,Charlotte,TRUE,FALSE,268921,0,10,11259626.24,5
1,Chattanooga,TRUE,FALSE,0,0,10,11259626.24,5
1,Chicago,TRUE,FALSE,491162,0,10,11259626.24,5
1,Cincinnati,TRUE,FALSE,0,0,10,11259626.24,5
1,Dallas,TRUE,FALSE,1393523,0,10,11259626.24,5
1,Denver,TRUE,FALSE,0,2581214,10,11259626.24,5
1,Greenville,TRUE,FALSE,4258386,0,10,11259626.24,5
1,Indianapolis,TRUE,FALSE,4522349,0,10,11259626.24,5
1,Knoxville,TRUE,FALSE,0,0,10,11259626.24,5
1,Louisville,TRUE,FALSE,0,0,10,11259626.24,5
1,Memphis,TRUE,FALSE,567410,0,10,11259626.24,5
1,Nashville,TRUE,FALSE,0,0,10,11259626.24,5
1,Pittsburgh,TRUE,FALSE,859511,0,10,11259626.24,5
1,Atlanta,TRUE,FALSE,343921,0,11,11251448.84,5
1,Charleston,TRUE,FALSE,1635612,0,11,11251448.84,5
1,Charlotte,TRUE,FALSE,268921,0,11,11251448.84,5
1,Chattanooga,TRUE,FALSE,0,0,11,11251448.84,5
1,Chicago,TRUE,FALSE,491162,0,11,11251448.84,5
1,Cincinnati,TRUE,FALSE,0,0,11,11251448.84,5
1,Dallas,TRUE,FALSE,1360700,0,11,11251448.84,5
1,Denver,TRUE,FALSE,0,2581214,11,11251448.84,5
1,Greenville,TRUE,FALSE,3837206,0,11,11251448.84,5
1,Indianapolis,TRUE,FALSE,4508787,0,11,11251448.84,5
1,Knoxville,TRUE,FALSE,0,0,11,11251448.84,5
1,Louisville,TRUE,FALSE,0,0,11,11251448.84,5
1,Memphis,TRUE,FALSE,517836,0,11,11251448.84,5
1,Nashville,TRUE,FALSE,293604,0,11,11251448.84,5
1,Pittsburgh,TRUE,FALSE,1215726,0,11,11251448.84,5
1,Atlanta,TRUE,FALSE,368717,0,12,11250145.3,5
1,Charleston,TRUE,FALSE,1635612,0,12,11250145.3,5
1,Charlotte,TRUE,FALSE,268921,0,12,11250145.3,5
1,Chattanooga,TRUE,FALSE,0,0,12,11250145.3,5
1,Chicago,TRUE,FALSE,504285,0,12,11250145.3,5
1,Cincinnati,TRUE,FALSE,0,0,12,11250145.3,5
1,Dallas,TRUE,FALSE,1360700,0,12,11250145.3,5
1,Denver,TRUE,FALSE,0,2581214,12,11250145.3,5
1,Greenville,TRUE,FALSE,3391271,0,12,11250145.3,5
1,Indianapolis,TRUE,FALSE,4670506,0,12,11250145.3,5
1,Knoxville,TRUE,FALSE,155164,0,12,11250145.3,5
1,Louisville,TRUE,FALSE,0,0,12,11250145.3,5
1,Memphis,TRUE,FALSE,517836,0,12,11250145.3,5
1,Nashville,TRUE,FALSE,163250,0,12,11250145.3,5
1,Pittsburgh,TRUE,FALSE,1437213,0,12,11250145.3,5
1,Atlanta,TRUE,FALSE,368717,0,13,11250145.3,5
1,Charleston,TRUE,FALSE,1635612,0,13,11250145.3,5
1,Charlotte,TRUE,FALSE,268921,0,13,11250145.3,5
1,Chattanooga,TRUE,FALSE,0,0,13,11250145.3,5
1,Chicago,TRUE,FALSE,504285,0,13,11250145.3,5
1,Cincinnati,TRUE,FALSE,0,0,13,11250145.3,5
1,Dallas,TRUE,FALSE,1360700,0,13,11250145.3,5
1,Denver,TRUE,FALSE,0,2581214,13,11250145.3,5
1,Greenville,TRUE,FALSE,3391271,0,13,11250145.3,5
1,Indianapolis,TRUE,FALSE,4670506,0,13,11250145.3,5
1,Knoxville,TRUE,FALSE,155164,0,13,11250145.3,5
1,Louisville,TRUE,FALSE,0,0,13,11250145.3,5
1,Memphis,TRUE,FALSE,517836,0,13,11250145.3,5
1,Nashville,TRUE,FALSE,163250,0,13,11250145.3,5
1,Pittsburgh,TRUE,FALSE,1437213,0,13,11250145.3,5
1,Atlanta,TRUE,FALSE,368717,0,14,11250145.3,5
1,Charleston,TRUE,FALSE,1635612,0,14,11250145.3,5
1,Charlotte,TRUE,FALSE,268921,0,14,11250145.3,5
1,Chattanooga,TRUE,FALSE,0,0,14,11250145.3,5
1,Chicago,TRUE,FALSE,504285,0,14,11250145.3,5
1,Cincinnati,TRUE,FALSE,0,0,14,11250145.3,5
1,Dallas,TRUE,FALSE,1360700,0,14,11250145.3,5
1,Denver,TRUE,FALSE,0,2581214,14,11250145.3,5
1,Greenville,TRUE,FALSE,3391271,0,14,11250145.3,5
1,Indianapolis,TRUE,FALSE,4670506,0,14,11250145.3,5
1,Knoxville,TRUE,FALSE,155164,0,14,11250145.3,5
1,Louisville,TRUE,FALSE,0,0,14,11250145.3,5
1,Memphis,TRUE,FALSE,517836,0,14,11250145.3,5
1,Nashville,TRUE,FALSE,163250,0,14,11250145.3,5
1,Pittsburgh,TRUE,FALSE,1437213,0,14,11250145.3,5
1,Atlanta,TRUE,FALSE,343921,0,15,11250145.3,5
1,Charleston,TRUE,FALSE,1635612,0,15,11250145.3,5
1,Charlotte,TRUE,FALSE,268921,0,15,11250145.3,5
1,Chattanooga,TRUE,FALSE,0,0,15,11250145.3,5
1,Chicago,TRUE,FALSE,577266,0,15,11250145.3,5
1,Cincinnati,TRUE,FALSE,0,0,15,11250145.3,5
1,Dallas,TRUE,FALSE,1393523,0,15,11250145.3,5
1,Denver,TRUE,FALSE,0,2581214,15,11250145.3,5
1,Greenville,TRUE,FALSE,4752398,0,15,11250145.3,5
1,Indianapolis,TRUE,FALSE,3249010,0,15,11250145.3,5
1,Knoxville,TRUE,FALSE,130354,0,15,11250145.3,5
1,Louisville,TRUE,FALSE,0,0,15,11250145.3,5
1,Memphis,TRUE,FALSE,517836,0,15,11250145.3,5
1,Nashville,TRUE,FALSE,163250,0,15,11250145.3,5
1,Pittsburgh,TRUE,FALSE,1441384,0,15,11250145.3,5
1,Atlanta,TRUE,FALSE,0,0,2,12274705.62,4
1,Charleston,TRUE,FALSE,0,0,2,12274705.62,4
1,Charlotte,TRUE,FALSE,0,0,2,12274705.62,4
1,Chattanooga,TRUE,FALSE,0,0,2,12274705.62,4
1,Chicago,TRUE,FALSE,0,0,2,12274705.62,4
1,Cincinnati,TRUE,FALSE,0,0,2,12274705.62,4
1,Dallas,TRUE,FALSE,0,0,2,12274705.62,4
1,Denver,TRUE,FALSE,0,4621747,2,12274705.62,4
1,Greenville,TRUE,FALSE,0,0,2,12274705.62,4
1,Indianapolis,TRUE,FALSE,0,0,2,12274705.62,4
1,Knoxville,TRUE,FALSE,0,0,2,12274705.62,4
1,Louisville,TRUE,FALSE,0,0,2,12274705.62,4
1,Memphis,TRUE,FALSE,0,0,2,12274705.62,4
1,Nashville,TRUE,FALSE,0,0,2,12274705.62,4
1,Pittsburgh,TRUE,FALSE,12432942,0,2,12274705.62,4
1,Atlanta,TRUE,FALSE,0,0,3,11727497.8,4
1,Charleston,TRUE,FALSE,0,0,3,11727497.8,4
1,Charlotte,TRUE,FALSE,0,0,3,11727497.8,4
1,Chattanooga,TRUE,FALSE,0,0,3,11727497.8,4
1,Chicago,TRUE,FALSE,0,0,3,11727497.8,4
1,Cincinnati,TRUE,FALSE,0,0,3,11727497.8,4
1,Dallas,TRUE,FALSE,0,0,3,11727497.8,4
1,Denver,TRUE,FALSE,0,2992169,3,11727497.8,4
1,Greenville,TRUE,FALSE,0,0,3,11727497.8,4
1,Indianapolis,TRUE,FALSE,10779473,0,3,11727497.8,4
1,Knoxville,TRUE,FALSE,0,0,3,11727497.8,4
1,Louisville,TRUE,FALSE,0,0,3,11727497.8,4
1,Memphis,TRUE,FALSE,0,0,3,11727497.8,4
1,Nashville,TRUE,FALSE,0,0,3,11727497.8,4
1,Pittsburgh,TRUE,FALSE,3283047,0,3,11727497.8,4
1,Atlanta,TRUE,FALSE,0,0,4,11497627.86,4
1,Charleston,TRUE,FALSE,0,0,4,11497627.86,4
1,Charlotte,TRUE,FALSE,0,0,4,11497627.86,4
1,Chattanooga,TRUE,FALSE,0,0,4,11497627.86,4
1,Chicago,TRUE,FALSE,0,0,4,11497627.86,4
1,Cincinnati,TRUE,FALSE,0,0,4,11497627.86,4
1,Dallas,TRUE,FALSE,0,0,4,11497627.86,4
1,Denver,TRUE,FALSE,0,2992169,4,11497627.86,4
1,Greenville,TRUE,FALSE,5043586,0,4,11497627.86,4
1,Indianapolis,TRUE,FALSE,6414968,0,4,11497627.86,4
1,Knoxville,TRUE,FALSE,0,0,4,11497627.86,4
1,Louisville,TRUE,FALSE,0,0,4,11497627.86,4
1,Memphis,TRUE,FALSE,0,0,4,11497627.86,4
1,Nashville,TRUE,FALSE,0,0,4,11497627.86,4
1,Pittsburgh,TRUE,FALSE,2603966,0,4,11497627.86,4
1,Atlanta,TRUE,FALSE,0,0,5,11346083.41,4
1,Charleston,TRUE,FALSE,0,0,5,11346083.41,4
1,Charlotte,TRUE,FALSE,0,0,5,11346083.41,4
1,Chattanooga,TRUE,FALSE,0,0,5,11346083.41,4
1,Chicago,TRUE,FALSE,0,0,5,11346083.41,4
1,Cincinnati,TRUE,FALSE,0,0,5,11346083.41,4
1,Dallas,TRUE,FALSE,1590381,0,5,11346083.41,4
1,Denver,TRUE,FALSE,0,2581214,5,11346083.41,4
1,Greenville,TRUE,FALSE,4139477,0,5,11346083.41,4
1,Indianapolis,TRUE,FALSE,6139651,0,5,11346083.41,4
1,Knoxville,TRUE,FALSE,0,0,5,11346083.41,4
1,Louisville,TRUE,FALSE,0,0,5,11346083.41,4
1,Memphis,TRUE,FALSE,0,0,5,11346083.41,4
1,Nashville,TRUE,FALSE,0,0,5,11346083.41,4
1,Pittsburgh,TRUE,FALSE,2603966,0,5,11346083.41,4
1,Atlanta,TRUE,FALSE,0,0,6,11319594.01,4
1,Charleston,TRUE,FALSE,1635612,0,6,11319594.01,4
1,Charlotte,TRUE,FALSE,0,0,6,11319594.01,4
1,Chattanooga,TRUE,FALSE,0,0,6,11319594.01,4
1,Chicago,TRUE,FALSE,0,0,6,11319594.01,4
1,Cincinnati,TRUE,FALSE,0,0,6,11319594.01,4
1,Dallas,TRUE,FALSE,1590381,0,6,11319594.01,4
1,Denver,TRUE,FALSE,0,2581214,6,11319594.01,4
1,Greenville,TRUE,FALSE,3924317,0,6,11319594.01,4
1,Indianapolis,TRUE,FALSE,6082524,0,6,11319594.01,4
1,Knoxville,TRUE,FALSE,0,0,6,11319594.01,4
1,Louisville,TRUE,FALSE,0,0,6,11319594.01,4
1,Memphis,TRUE,FALSE,0,0,6,11319594.01,4
1,Nashville,TRUE,FALSE,0,0,6,11319594.01,4
1,Pittsburgh,TRUE,FALSE,1240641,0,6,11319594.01,4
1,Atlanta,TRUE,FALSE,0,0,7,11298514.35,4
1,Charleston,TRUE,FALSE,1635612,0,7,11298514.35,4
1,Charlotte,TRUE,FALSE,0,0,7,11298514.35,4
1,Chattanooga,TRUE,FALSE,0,0,7,11298514.35,4
1,Chicago,TRUE,FALSE,0,0,7,11298514.35,4
1,Cincinnati,TRUE,FALSE,0,0,7,11298514.35,4
1,Dallas,TRUE,FALSE,1393523,0,7,11298514.35,4
1,Denver,TRUE,FALSE,0,2581214,7,11298514.35,4
1,Greenville,TRUE,FALSE,4016612,0,7,11298514.35,4
1,Indianapolis,TRUE,FALSE,5540229,0,7,11298514.35,4
1,Knoxville,TRUE,FALSE,0,0,7,11298514.35,4
1,Louisville,TRUE,FALSE,0,0,7,11298514.35,4
1,Memphis,TRUE,FALSE,646858,0,7,11298514.35,4
1,Nashville,TRUE,FALSE,0,0,7,11298514.35,4
1,Pittsburgh,TRUE,FALSE,1240641,0,7,11298514.35,4
1,Atlanta,TRUE,FALSE,476601,0,8,11284697.87,4
1,Charleston,TRUE,FALSE,1635612,0,8,11284697.87,4
1,Charlotte,TRUE,FALSE,0,0,8,11284697.87,4
1,Chattanooga,TRUE,FALSE,0,0,8,11284697.87,4
1,Chicago,TRUE,FALSE,0,0,8,11284697.87,4
1,Cincinnati,TRUE,FALSE,0,0,8,11284697.87,4
1,Dallas,TRUE,FALSE,1393523,0,8,11284697.87,4
1,Denver,TRUE,FALSE,0,2581214,8,11284697.87,4
1,Greenville,TRUE,FALSE,3474000,0,8,11284697.87,4
1,Indianapolis,TRUE,FALSE,5621480,0,8,11284697.87,4
1,Knoxville,TRUE,FALSE,0,0,8,11284697.87,4
1,Louisville,TRUE,FALSE,0,0,8,11284697.87,4
1,Memphis,TRUE,FALSE,631618,0,8,11284697.87,4
1,Nashville,TRUE,FALSE,0,0,8,11284697.87,4
1,Pittsburgh,TRUE,FALSE,1240641,0,8,11284697.87,4
1,Atlanta,TRUE,FALSE,476601,0,9,11271344.57,4
1,Charleston,TRUE,FALSE,1635612,0,9,11271344.57,4
1,Charlotte,TRUE,FALSE,0,0,9,11271344.57,4
1,Chattanooga,TRUE,FALSE,0,0,9,11271344.57,4
1,Chicago,TRUE,FALSE,504285,0,9,11271344.57,4
1,Cincinnati,TRUE,FALSE,0,0,9,11271344.57,4
1,Dallas,TRUE,FALSE,1393523,0,9,11271344.57,4
1,Denver,TRUE,FALSE,0,2581214,9,11271344.57,4
1,Greenville,TRUE,FALSE,3461027,0,9,11271344.57,4
1,Indianapolis,TRUE,FALSE,5194376,0,9,11271344.57,4
1,Knoxville,TRUE,FALSE,0,0,9,11271344.57,4
1,Louisville,TRUE,FALSE,0,0,9,11271344.57,4
1,Memphis,TRUE,FALSE,567410,0,9,11271344.57,4
1,Nashville,TRUE,FALSE,0,0,9,11271344.57,4
1,Pittsburgh,TRUE,FALSE,1240641,0,9,11271344.57,4
1,Atlanta,TRUE,FALSE,476601,0,10,11259626.24,4
1,Charleston,TRUE,FALSE,1635612,0,10,11259626.24,4
1,Charlotte,TRUE,FALSE,268921,0,10,11259626.24,4
1,Chattanooga,TRUE,FALSE,0,0,10,11259626.24,4
1,Chicago,TRUE,FALSE,504285,0,10,11259626.24,4
1,Cincinnati,TRUE,FALSE,0,0,10,11259626.24,4
1,Dallas,TRUE,FALSE,1393523,0,10,11259626.24,4
1,Denver,TRUE,FALSE,0,2581214,10,11259626.24,4
1,Greenville,TRUE,FALSE,3241427,0,10,11259626.24,4
1,Indianapolis,TRUE,FALSE,5145055,0,10,11259626.24,4
1,Knoxville,TRUE,FALSE,0,0,10,11259626.24,4
1,Louisville,TRUE,FALSE,0,0,10,11259626.24,4
1,Memphis,TRUE,FALSE,567410,0,10,11259626.24,4
1,Nashville,TRUE,FALSE,0,0,10,11259626.24,4
1,Pittsburgh,TRUE,FALSE,1240641,0,10,11259626.24,4
1,Atlanta,TRUE,FALSE,368717,0,11,11251448.84,4
1,Charleston,TRUE,FALSE,1635612,0,11,11251448.84,4
1,Charlotte,TRUE,FALSE,268921,0,11,11251448.84,4
1,Chattanooga,TRUE,FALSE,0,0,11,11251448.84,4
1,Chicago,TRUE,FALSE,491162,0,11,11251448.84,4
1,Cincinnati,TRUE,FALSE,0,0,11,11251448.84,4
1,Dallas,TRUE,FALSE,1360700,0,11,11251448.84,4
1,Denver,TRUE,FALSE,0,2581214,11,11251448.84,4
1,Greenville,TRUE,FALSE,3734728,0,11,11251448.84,4
1,Indianapolis,TRUE,FALSE,4650607,0,11,11251448.84,4
1,Knoxville,TRUE,FALSE,0,0,11,11251448.84,4
1,Louisville,TRUE,FALSE,0,0,11,11251448.84,4
1,Memphis,TRUE,FALSE,517836,0,11,11251448.84,4
1,Nashville,TRUE,FALSE,293604,0,11,11251448.84,4
1,Pittsburgh,TRUE,FALSE,1151588,0,11,11251448.84,4
1,Atlanta,TRUE,FALSE,368717,0,12,11250145.3,4
1,Charleston,TRUE,FALSE,1635612,0,12,11250145.3,4
1,Charlotte,TRUE,FALSE,268921,0,12,11250145.3,4
1,Chattanooga,TRUE,FALSE,0,0,12,11250145.3,4
1,Chicago,TRUE,FALSE,504285,0,12,11250145.3,4
1,Cincinnati,TRUE,FALSE,0,0,12,11250145.3,4
1,Dallas,TRUE,FALSE,1393523,0,12,11250145.3,4
1,Denver,TRUE,FALSE,0,2581214,12,11250145.3,4
1,Greenville,TRUE,FALSE,3140306,0,12,11250145.3,4
1,Indianapolis,TRUE,FALSE,5017527,0,12,11250145.3,4
1,Knoxville,TRUE,FALSE,222857,0,12,11250145.3,4
1,Louisville,TRUE,FALSE,0,0,12,11250145.3,4
1,Memphis,TRUE,FALSE,517836,0,12,11250145.3,4
1,Nashville,TRUE,FALSE,163250,0,12,11250145.3,4
1,Pittsburgh,TRUE,FALSE,1240641,0,12,11250145.3,4
1,Atlanta,TRUE,FALSE,368717,0,13,11250145.3,4
1,Charleston,TRUE,FALSE,1635612,0,13,11250145.3,4
1,Charlotte,TRUE,FALSE,268921,0,13,11250145.3,4
1,Chattanooga,TRUE,FALSE,0,0,13,11250145.3,4
1,Chicago,TRUE,FALSE,504285,0,13,11250145.3,4
1,Cincinnati,TRUE,FALSE,0,0,13,11250145.3,4
1,Dallas,TRUE,FALSE,1393523,0,13,11250145.3,4
1,Denver,TRUE,FALSE,0,2581214,13,11250145.3,4
1,Greenville,TRUE,FALSE,3140306,0,13,11250145.3,4
1,Indianapolis,TRUE,FALSE,5017527,0,13,11250145.3,4
1,Knoxville,TRUE,FALSE,222857,0,13,11250145.3,4
1,Louisville,TRUE,FALSE,0,0,13,11250145.3,4
1,Memphis,TRUE,FALSE,517836,0,13,11250145.3,4
1,Nashville,TRUE,FALSE,163250,0,13,11250145.3,4
1,Pittsburgh,TRUE,FALSE,1240641,0,13,11250145.3,4
1,Atlanta,TRUE,FALSE,368717,0,14,11250145.3,4
1,Charleston,TRUE,FALSE,1635612,0,14,11250145.3,4
1,Charlotte,TRUE,FALSE,268921,0,14,11250145.3,4
1,Chattanooga,TRUE,FALSE,0,0,14,11250145.3,4
1,Chicago,TRUE,FALSE,504285,0,14,11250145.3,4
1,Cincinnati,TRUE,FALSE,0,0,14,11250145.3,4
1,Dallas,TRUE,FALSE,1393523,0,14,11250145.3,4
1,Denver,TRUE,FALSE,0,2581214,14,11250145.3,4
1,Greenville,TRUE,FALSE,3140306,0,14,11250145.3,4
1,Indianapolis,TRUE,FALSE,5017527,0,14,11250145.3,4
1,Knoxville,TRUE,FALSE,222857,0,14,11250145.3,4
1,Louisville,TRUE,FALSE,0,0,14,11250145.3,4
1,Memphis,TRUE,FALSE,517836,0,14,11250145.3,4
1,Nashville,TRUE,FALSE,163250,0,14,11250145.3,4
1,Pittsburgh,TRUE,FALSE,1240641,0,14,11250145.3,4
1,Atlanta,TRUE,FALSE,368717,0,15,11250145.3,4
1,Charleston,TRUE,FALSE,1635612,0,15,11250145.3,4
1,Charlotte,TRUE,FALSE,268921,0,15,11250145.3,4
1,Chattanooga,TRUE,FALSE,0,0,15,11250145.3,4
1,Chicago,TRUE,FALSE,577266,0,15,11250145.3,4
1,Cincinnati,TRUE,FALSE,0,0,15,11250145.3,4
1,Dallas,TRUE,FALSE,1360700,0,15,11250145.3,4
1,Denver,TRUE,FALSE,0,2581214,15,11250145.3,4
1,Greenville,TRUE,FALSE,3615473,0,15,11250145.3,4
1,Indianapolis,TRUE,FALSE,4432592,0,15,11250145.3,4
1,Knoxville,TRUE,FALSE,130354,0,15,11250145.3,4
1,Louisville,TRUE,FALSE,0,0,15,11250145.3,4
1,Memphis,TRUE,FALSE,517836,0,15,11250145.3,4
1,Nashville,TRUE,FALSE,163250,0,15,11250145.3,4
1,Pittsburgh,TRUE,FALSE,1402754,0,15,11250145.3,4
1,Atlanta,TRUE,FALSE,0,0,2,12523636.15,3
1,Charleston,TRUE,FALSE,0,0,2,12523636.15,3
1,Charlotte,TRUE,FALSE,0,0,2,12523636.15,3
1,Chattanooga,TRUE,FALSE,0,0,2,12523636.15,3
1,Chicago,TRUE,FALSE,0,0,2,12523636.15,3
1,Cincinnati,TRUE,FALSE,0,0,2,12523636.15,3
1,Dallas,TRUE,FALSE,0,0,2,12523636.15,3
1,Denver,TRUE,FALSE,0,4621747,2,12523636.15,3
1,Greenville,TRUE,FALSE,0,0,2,12523636.15,3
1,Indianapolis,TRUE,FALSE,0,0,2,12523636.15,3
1,Knoxville,TRUE,FALSE,0,0,2,12523636.15,3
1,Louisville,TRUE,FALSE,0,0,2,12523636.15,3
1,Memphis,TRUE,FALSE,0,0,2,12523636.15,3
1,Nashville,TRUE,FALSE,0,0,2,12523636.15,3
1,Pittsburgh,TRUE,FALSE,12432942,0,2,12523636.15,3
1,Atlanta,TRUE,FALSE,0,0,3,11982287.8,3
1,Charleston,TRUE,FALSE,0,0,3,11982287.8,3
1,Charlotte,TRUE,FALSE,0,0,3,11982287.8,3
1,Chattanooga,TRUE,FALSE,0,0,3,11982287.8,3
1,Chicago,TRUE,FALSE,0,0,3,11982287.8,3
1,Cincinnati,TRUE,FALSE,0,0,3,11982287.8,3
1,Dallas,TRUE,FALSE,0,0,3,11982287.8,3
1,Denver,TRUE,FALSE,0,3199318,3,11982287.8,3
1,Greenville,TRUE,FALSE,0,0,3,11982287.8,3
1,Indianapolis,TRUE,FALSE,10519834,0,3,11982287.8,3
1,Knoxville,TRUE,FALSE,0,0,3,11982287.8,3
1,Louisville,TRUE,FALSE,0,0,3,11982287.8,3
1,Memphis,TRUE,FALSE,0,0,3,11982287.8,3
1,Nashville,TRUE,FALSE,0,0,3,11982287.8,3
1,Pittsburgh,TRUE,FALSE,3335537,0,3,11982287.8,3
1,Atlanta,TRUE,FALSE,0,0,4,11602629.6,3
1,Charleston,TRUE,FALSE,0,0,4,11602629.6,3
1,Charlotte,TRUE,FALSE,0,0,4,11602629.6,3
1,Chattanooga,TRUE,FALSE,0,0,4,11602629.6,3
1,Chicago,TRUE,FALSE,0,0,4,11602629.6,3
1,Cincinnati,TRUE,FALSE,0,0,4,11602629.6,3
