,DC,Fixed_Den_Pitt,Fixed_Plant_Const,From Camden,From Modesto,Number of DCs,cost,min_time
1,Atlanta,FALSE,TRUE,0,0,2,12250392.94,5
1,Charleston,FALSE,TRUE,0,0,2,12250392.94,5
1,Charlotte,FALSE,TRUE,0,0,2,12250392.94,5
1,Chattanooga,FALSE,TRUE,0,0,2,12250392.94,5
1,Chicago,FALSE,TRUE,0,0,2,12250392.94,5
1,Cincinnati,FALSE,TRUE,0,0,2,12250392.94,5
1,Dallas,FALSE,TRUE,0,0,2,12250392.94,5
1,Denver,FALSE,TRUE,0,4665044,2,12250392.94,5
1,Greenville,FALSE,TRUE,0,0,2,12250392.94,5
1,Indianapolis,FALSE,TRUE,9000000,3389645,2,12250392.94,5
1,Knoxville,FALSE,TRUE,0,0,2,12250392.94,5
1,Louisville,FALSE,TRUE,0,0,2,12250392.94,5
1,Memphis,FALSE,TRUE,0,0,2,12250392.94,5
1,Nashville,FALSE,TRUE,0,0,2,12250392.94,5
1,Pittsburgh,FALSE,TRUE,0,0,2,12250392.94,5
1,Atlanta,FALSE,TRUE,0,0,3,11966625.87,5
1,Charleston,FALSE,TRUE,0,0,3,11966625.87,5
1,Charlotte,FALSE,TRUE,0,0,3,11966625.87,5
1,Chattanooga,FALSE,TRUE,0,0,3,11966625.87,5
1,Chicago,FALSE,TRUE,0,0,3,11966625.87,5
1,Cincinnati,FALSE,TRUE,0,0,3,11966625.87,5
1,Dallas,FALSE,TRUE,0,4708485,3,11966625.87,5
1,Denver,FALSE,TRUE,0,2846723,3,11966625.87,5
1,Greenville,FALSE,TRUE,0,0,3,11966625.87,5
1,Indianapolis,FALSE,TRUE,9000000,499481,3,11966625.87,5
1,Knoxville,FALSE,TRUE,0,0,3,11966625.87,5
1,Louisville,FALSE,TRUE,0,0,3,11966625.87,5
1,Memphis,FALSE,TRUE,0,0,3,11966625.87,5
1,Nashville,FALSE,TRUE,0,0,3,11966625.87,5
1,Pittsburgh,FALSE,TRUE,0,0,3,11966625.87,5
1,Atlanta,FALSE,TRUE,0,0,4,11739513.06,5
1,Charleston,FALSE,TRUE,0,0,4,11739513.06,5
1,Charlotte,FALSE,TRUE,0,0,4,11739513.06,5
1,Chattanooga,FALSE,TRUE,0,0,4,11739513.06,5
1,Chicago,FALSE,TRUE,0,0,4,11739513.06,5
1,Cincinnati,FALSE,TRUE,0,0,4,11739513.06,5
1,Dallas,FALSE,TRUE,0,3667652,4,11739513.06,5
1,Denver,FALSE,TRUE,0,2881440,4,11739513.06,5
1,Greenville,FALSE,TRUE,4812078,0,4,11739513.06,5
1,Indianapolis,FALSE,TRUE,4187922,1505597,4,11739513.06,5
1,Knoxville,FALSE,TRUE,0,0,4,11739513.06,5
1,Louisville,FALSE,TRUE,0,0,4,11739513.06,5
1,Memphis,FALSE,TRUE,0,0,4,11739513.06,5
1,Nashville,FALSE,TRUE,0,0,4,11739513.06,5
1,Pittsburgh,FALSE,TRUE,0,0,4,11739513.06,5
1,Atlanta,FALSE,TRUE,0,0,5,11657265.78,5
1,Charleston,FALSE,TRUE,0,0,5,11657265.78,5
1,Charlotte,FALSE,TRUE,0,0,5,11657265.78,5
1,Chattanooga,FALSE,TRUE,0,0,5,11657265.78,5
1,Chicago,FALSE,TRUE,0,0,5,11657265.78,5
1,Cincinnati,FALSE,TRUE,0,0,5,11657265.78,5
1,Dallas,FALSE,TRUE,0,3667652,5,11657265.78,5
1,Denver,FALSE,TRUE,0,2881440,5,11657265.78,5
1,Greenville,FALSE,TRUE,4088994,0,5,11657265.78,5
1,Indianapolis,FALSE,TRUE,2778188,1505597,5,11657265.78,5
1,Knoxville,FALSE,TRUE,0,0,5,11657265.78,5
1,Louisville,FALSE,TRUE,0,0,5,11657265.78,5
1,Memphis,FALSE,TRUE,0,0,5,11657265.78,5
1,Nashville,FALSE,TRUE,0,0,5,11657265.78,5
1,Pittsburgh,FALSE,TRUE,2132818,0,5,11657265.78,5
1,Atlanta,FALSE,TRUE,0,0,6,11630776.38,5
1,Charleston,FALSE,TRUE,1635612,0,6,11630776.38,5
1,Charlotte,FALSE,TRUE,0,0,6,11630776.38,5
1,Chattanooga,FALSE,TRUE,0,0,6,11630776.38,5
1,Chicago,FALSE,TRUE,0,0,6,11630776.38,5
1,Cincinnati,FALSE,TRUE,0,0,6,11630776.38,5
1,Dallas,FALSE,TRUE,0,3667652,6,11630776.38,5
1,Denver,FALSE,TRUE,0,2881440,6,11630776.38,5
1,Greenville,FALSE,TRUE,3787896,0,6,11630776.38,5
1,Indianapolis,FALSE,TRUE,2590624,1505597,6,11630776.38,5
1,Knoxville,FALSE,TRUE,0,0,6,11630776.38,5
1,Louisville,FALSE,TRUE,0,0,6,11630776.38,5
1,Memphis,FALSE,TRUE,0,0,6,11630776.38,5
1,Nashville,FALSE,TRUE,0,0,6,11630776.38,5
1,Pittsburgh,FALSE,TRUE,985868,0,6,11630776.38,5
1,Atlanta,FALSE,TRUE,0,0,7,11607942.13,5
1,Charleston,FALSE,TRUE,1635612,0,7,11607942.13,5
1,Charlotte,FALSE,TRUE,0,0,7,11607942.13,5
1,Chattanooga,FALSE,TRUE,0,0,7,11607942.13,5
1,Chicago,FALSE,TRUE,0,597671,7,11607942.13,5
1,Cincinnati,FALSE,TRUE,0,0,7,11607942.13,5
1,Dallas,FALSE,TRUE,0,3653839,7,11607942.13,5
1,Denver,FALSE,TRUE,0,2881440,7,11607942.13,5
1,Greenville,FALSE,TRUE,3117149,0,7,11607942.13,5
1,Indianapolis,FALSE,TRUE,3316162,921739,7,11607942.13,5
1,Knoxville,FALSE,TRUE,0,0,7,11607942.13,5
1,Louisville,FALSE,TRUE,0,0,7,11607942.13,5
1,Memphis,FALSE,TRUE,0,0,7,11607942.13,5
1,Nashville,FALSE,TRUE,0,0,7,11607942.13,5
1,Pittsburgh,FALSE,TRUE,931077,0,7,11607942.13,5
1,Atlanta,FALSE,TRUE,0,0,8,11588393.56,5
1,Charleston,FALSE,TRUE,1635612,0,8,11588393.56,5
1,Charlotte,FALSE,TRUE,0,0,8,11588393.56,5
1,Chattanooga,FALSE,TRUE,0,0,8,11588393.56,5
1,Chicago,FALSE,TRUE,0,513058,8,11588393.56,5
1,Cincinnati,FALSE,TRUE,0,0,8,11588393.56,5
1,Dallas,FALSE,TRUE,0,3327171,8,11588393.56,5
1,Denver,FALSE,TRUE,0,2881440,8,11588393.56,5
1,Greenville,FALSE,TRUE,3958870,0,8,11588393.56,5
1,Indianapolis,FALSE,TRUE,2419650,942791,8,11588393.56,5
1,Knoxville,FALSE,TRUE,0,0,8,11588393.56,5
1,Louisville,FALSE,TRUE,0,0,8,11588393.56,5
1,Memphis,FALSE,TRUE,0,390229,8,11588393.56,5
1,Nashville,FALSE,TRUE,0,0,8,11588393.56,5
1,Pittsburgh,FALSE,TRUE,985868,0,8,11588393.56,5
1,Atlanta,FALSE,TRUE,425258,0,9,11574900.25,5
1,Charleston,FALSE,TRUE,1635612,0,9,11574900.25,5
1,Charlotte,FALSE,TRUE,0,0,9,11574900.25,5
1,Chattanooga,FALSE,TRUE,0,0,9,11574900.25,5
1,Chicago,FALSE,TRUE,0,513058,9,11574900.25,5
1,Cincinnati,FALSE,TRUE,0,0,9,11574900.25,5
1,Dallas,FALSE,TRUE,0,3310094,9,11574900.25,5
1,Denver,FALSE,TRUE,0,2881440,9,11574900.25,5
1,Greenville,FALSE,TRUE,3579441,0,9,11574900.25,5
1,Indianapolis,FALSE,TRUE,2373821,959868,9,11574900.25,5
1,Knoxville,FALSE,TRUE,0,0,9,11574900.25,5
1,Louisville,FALSE,TRUE,0,0,9,11574900.25,5
1,Memphis,FALSE,TRUE,0,390229,9,11574900.25,5
1,Nashville,FALSE,TRUE,0,0,9,11574900.25,5
1,Pittsburgh,FALSE,TRUE,985868,0,9,11574900.25,5
1,Atlanta,FALSE,TRUE,425258,0,10,11563181.92,5
1,Charleston,FALSE,TRUE,1635612,0,10,11563181.92,5
1,Charlotte,FALSE,TRUE,268921,0,10,11563181.92,5
1,Chattanooga,FALSE,TRUE,0,0,10,11563181.92,5
1,Chicago,FALSE,TRUE,0,513058,10,11563181.92,5
1,Cincinnati,FALSE,TRUE,0,0,10,11563181.92,5
1,Dallas,FALSE,TRUE,0,3310094,10,11563181.92,5
1,Denver,FALSE,TRUE,0,2881440,10,11563181.92,5
1,Greenville,FALSE,TRUE,3353380,0,10,11563181.92,5
1,Indianapolis,FALSE,TRUE,2330961,959868,10,11563181.92,5
1,Knoxville,FALSE,TRUE,0,0,10,11563181.92,5
1,Louisville,FALSE,TRUE,0,0,10,11563181.92,5
1,Memphis,FALSE,TRUE,0,390229,10,11563181.92,5
1,Nashville,FALSE,TRUE,0,0,10,11563181.92,5
1,Pittsburgh,FALSE,TRUE,985868,0,10,11563181.92,5
1,Atlanta,FALSE,TRUE,343921,0,11,11556261.47,5
1,Charleston,FALSE,TRUE,1635612,0,11,11556261.47,5
1,Charlotte,FALSE,TRUE,268921,0,11,11556261.47,5
1,Chattanooga,FALSE,TRUE,0,0,11,11556261.47,5
1,Chicago,FALSE,TRUE,0,651316,11,11556261.47,5
1,Cincinnati,FALSE,TRUE,0,0,11,11556261.47,5
1,Dallas,FALSE,TRUE,0,3283149,11,11556261.47,5
1,Denver,FALSE,TRUE,0,2909222,11,11556261.47,5
1,Greenville,FALSE,TRUE,4014636,0,11,11556261.47,5
1,Indianapolis,FALSE,TRUE,1495607,843402,11,11556261.47,5
1,Knoxville,FALSE,TRUE,0,0,11,11556261.47,5
1,Louisville,FALSE,TRUE,0,0,11,11556261.47,5
1,Memphis,FALSE,TRUE,0,367600,11,11556261.47,5
1,Nashville,FALSE,TRUE,267057,0,11,11556261.47,5
1,Pittsburgh,FALSE,TRUE,974246,0,11,11556261.47,5
1,Atlanta,FALSE,TRUE,343921,0,12,11554957.93,5
1,Charleston,FALSE,TRUE,1635612,0,12,11554957.93,5
1,Charlotte,FALSE,TRUE,268921,0,12,11554957.93,5
1,Chattanooga,FALSE,TRUE,0,0,12,11554957.93,5
1,Chicago,FALSE,TRUE,0,513058,12,11554957.93,5
1,Cincinnati,FALSE,TRUE,0,0,12,11554957.93,5
1,Dallas,FALSE,TRUE,0,3298787,12,11554957.93,5
1,Denver,FALSE,TRUE,0,2881440,12,11554957.93,5
1,Greenville,FALSE,TRUE,3217287,0,12,11554957.93,5
1,Indianapolis,FALSE,TRUE,2208368,1014715,12,11554957.93,5
1,Knoxville,FALSE,TRUE,198047,0,12,11554957.93,5
1,Louisville,FALSE,TRUE,0,0,12,11554957.93,5
1,Memphis,FALSE,TRUE,0,346689,12,11554957.93,5
1,Nashville,FALSE,TRUE,141976,0,12,11554957.93,5
1,Pittsburgh,FALSE,TRUE,985868,0,12,11554957.93,5
1,Atlanta,FALSE,TRUE,343921,0,13,11554957.93,5
1,Charleston,FALSE,TRUE,1635612,0,13,11554957.93,5
1,Charlotte,FALSE,TRUE,268921,0,13,11554957.93,5
1,Chattanooga,FALSE,TRUE,0,0,13,11554957.93,5
1,Chicago,FALSE,TRUE,0,513058,13,11554957.93,5
1,Cincinnati,FALSE,TRUE,0,0,13,11554957.93,5
1,Dallas,FALSE,TRUE,0,3298787,13,11554957.93,5
1,Denver,FALSE,TRUE,0,2881440,13,11554957.93,5
1,Greenville,FALSE,TRUE,3217287,0,13,11554957.93,5
1,Indianapolis,FALSE,TRUE,2208368,1014715,13,11554957.93,5
1,Knoxville,FALSE,TRUE,198047,0,13,11554957.93,5
1,Louisville,FALSE,TRUE,0,0,13,11554957.93,5
1,Memphis,FALSE,TRUE,0,346689,13,11554957.93,5
1,Nashville,FALSE,TRUE,141976,0,13,11554957.93,5
1,Pittsburgh,FALSE,TRUE,985868,0,13,11554957.93,5
1,Atlanta,FALSE,TRUE,343921,0,14,11554957.93,5
1,Charleston,FALSE,TRUE,1635612,0,14,11554957.93,5
1,Charlotte,FALSE,TRUE,268921,0,14,11554957.93,5
1,Chattanooga,FALSE,TRUE,0,0,14,11554957.93,5
1,Chicago,FALSE,TRUE,0,513058,14,11554957.93,5
1,Cincinnati,FALSE,TRUE,0,0,14,11554957.93,5
1,Dallas,FALSE,TRUE,0,3298787,14,11554957.93,5
1,Denver,FALSE,TRUE,0,2881440,14,11554957.93,5
1,Greenville,FALSE,TRUE,3217287,0,14,11554957.93,5
1,Indianapolis,FALSE,TRUE,2208368,1014715,14,11554957.93,5
1,Knoxville,FALSE,TRUE,198047,0,14,11554957.93,5
1,Louisville,FALSE,TRUE,0,0,14,11554957.93,5
1,Memphis,FALSE,TRUE,0,346689,14,11554957.93,5
1,Nashville,FALSE,TRUE,141976,0,14,11554957.93,5
1,Pittsburgh,FALSE,TRUE,985868,0,14,11554957.93,5
1,Atlanta,FALSE,TRUE,368717,0,15,11554957.93,5
1,Charleston,FALSE,TRUE,1635612,0,15,11554957.93,5
1,Charlotte,FALSE,TRUE,268921,0,15,11554957.93,5
1,Chattanooga,FALSE,TRUE,0,0,15,11554957.93,5
1,Chicago,FALSE,TRUE,0,579819,15,11554957.93,5
1,Cincinnati,FALSE,TRUE,0,0,15,11554957.93,5
1,Dallas,FALSE,TRUE,0,3298787,15,11554957.93,5
1,Denver,FALSE,TRUE,0,2881055,15,11554957.93,5
1,Greenville,FALSE,TRUE,3671828,0,15,11554957.93,5
1,Indianapolis,FALSE,TRUE,1419887,969613,15,11554957.93,5
1,Knoxville,FALSE,TRUE,130354,0,15,11554957.93,5
1,Louisville,FALSE,TRUE,0,0,15,11554957.93,5
1,Memphis,FALSE,TRUE,0,325415,15,11554957.93,5
1,Nashville,FALSE,TRUE,163250,0,15,11554957.93,5
1,Pittsburgh,FALSE,TRUE,1341431,0,15,11554957.93,5
1,Atlanta,FALSE,TRUE,0,0,2,12250392.94,4
1,Charleston,FALSE,TRUE,0,0,2,12250392.94,4
1,Charlotte,FALSE,TRUE,0,0,2,12250392.94,4
1,Chattanooga,FALSE,TRUE,0,0,2,12250392.94,4
1,Chicago,FALSE,TRUE,0,0,2,12250392.94,4
1,Cincinnati,FALSE,TRUE,0,0,2,12250392.94,4
1,Dallas,FALSE,TRUE,0,0,2,12250392.94,4
1,Denver,FALSE,TRUE,0,5180885,2,12250392.94,4
1,Greenville,FALSE,TRUE,0,0,2,12250392.94,4
1,Indianapolis,FALSE,TRUE,9000000,2873804,2,12250392.94,4
1,Knoxville,FALSE,TRUE,0,0,2,12250392.94,4
1,Louisville,FALSE,TRUE,0,0,2,12250392.94,4
1,Memphis,FALSE,TRUE,0,0,2,12250392.94,4
1,Nashville,FALSE,TRUE,0,0,2,12250392.94,4
1,Pittsburgh,FALSE,TRUE,0,0,2,12250392.94,4
1,Atlanta,FALSE,TRUE,0,0,3,11966625.87,4
1,Charleston,FALSE,TRUE,0,0,3,11966625.87,4
1,Charlotte,FALSE,TRUE,0,0,3,11966625.87,4
1,Chattanooga,FALSE,TRUE,0,0,3,11966625.87,4
1,Chicago,FALSE,TRUE,0,0,3,11966625.87,4
1,Cincinnati,FALSE,TRUE,0,0,3,11966625.87,4
1,Dallas,FALSE,TRUE,0,4708485,3,11966625.87,4
1,Denver,FALSE,TRUE,0,2846723,3,11966625.87,4
1,Greenville,FALSE,TRUE,0,0,3,11966625.87,4
1,Indianapolis,FALSE,TRUE,9000000,499481,3,11966625.87,4
1,Knoxville,FALSE,TRUE,0,0,3,11966625.87,4
1,Louisville,FALSE,TRUE,0,0,3,11966625.87,4
1,Memphis,FALSE,TRUE,0,0,3,11966625.87,4
1,Nashville,FALSE,TRUE,0,0,3,11966625.87,4
1,Pittsburgh,FALSE,TRUE,0,0,3,11966625.87,4
1,Atlanta,FALSE,TRUE,0,0,4,11739513.06,4
1,Charleston,FALSE,TRUE,0,0,4,11739513.06,4
1,Charlotte,FALSE,TRUE,0,0,4,11739513.06,4
1,Chattanooga,FALSE,TRUE,0,0,4,11739513.06,4
1,Chicago,FALSE,TRUE,0,0,4,11739513.06,4
1,Cincinnati,FALSE,TRUE,0,0,4,11739513.06,4
1,Dallas,FALSE,TRUE,0,3667652,4,11739513.06,4
1,Denver,FALSE,TRUE,0,2859873,4,11739513.06,4
1,Greenville,FALSE,TRUE,5285101,0,4,11739513.06,4
1,Indianapolis,FALSE,TRUE,3714899,1527164,4,11739513.06,4
1,Knoxville,FALSE,TRUE,0,0,4,11739513.06,4
1,Louisville,FALSE,TRUE,0,0,4,11739513.06,4
1,Memphis,FALSE,TRUE,0,0,4,11739513.06,4
1,Nashville,FALSE,TRUE,0,0,4,11739513.06,4
1,Pittsburgh,FALSE,TRUE,0,0,4,11739513.06,4
1,Atlanta,FALSE,TRUE,0,0,5,11657265.78,4
1,Charleston,FALSE,TRUE,0,0,5,11657265.78,4
1,Charlotte,FALSE,TRUE,0,0,5,11657265.78,4
1,Chattanooga,FALSE,TRUE,0,0,5,11657265.78,4
1,Chicago,FALSE,TRUE,0,0,5,11657265.78,4
1,Cincinnati,FALSE,TRUE,0,0,5,11657265.78,4
1,Dallas,FALSE,TRUE,0,3667652,5,11657265.78,4
1,Denver,FALSE,TRUE,0,2859873,5,11657265.78,4
1,Greenville,FALSE,TRUE,4444835,0,5,11657265.78,4
1,Indianapolis,FALSE,TRUE,2108713,1527164,5,11657265.78,4
1,Knoxville,FALSE,TRUE,0,0,5,11657265.78,4
1,Louisville,FALSE,TRUE,0,0,5,11657265.78,4
1,Memphis,FALSE,TRUE,0,0,5,11657265.78,4
1,Nashville,FALSE,TRUE,0,0,5,11657265.78,4
1,Pittsburgh,FALSE,TRUE,2446452,0,5,11657265.78,4
1,Atlanta,FALSE,TRUE,0,0,6,11630776.38,4
1,Charleston,FALSE,TRUE,1635612,0,6,11630776.38,4
1,Charlotte,FALSE,TRUE,0,0,6,11630776.38,4
1,Chattanooga,FALSE,TRUE,0,0,6,11630776.38,4
1,Chicago,FALSE,TRUE,0,0,6,11630776.38,4
1,Cincinnati,FALSE,TRUE,0,0,6,11630776.38,4
1,Dallas,FALSE,TRUE,0,3667652,6,11630776.38,4
1,Denver,FALSE,TRUE,0,2859873,6,11630776.38,4
1,Greenville,FALSE,TRUE,4086509,0,6,11630776.38,4
1,Indianapolis,FALSE,TRUE,1994363,1527164,6,11630776.38,4
1,Knoxville,FALSE,TRUE,0,0,6,11630776.38,4
1,Louisville,FALSE,TRUE,0,0,6,11630776.38,4
1,Memphis,FALSE,TRUE,0,0,6,11630776.38,4
1,Nashville,FALSE,TRUE,0,0,6,11630776.38,4
1,Pittsburgh,FALSE,TRUE,1283516,0,6,11630776.38,4
1,Atlanta,FALSE,TRUE,0,0,7,11607942.13,4
1,Charleston,FALSE,TRUE,1635612,0,7,11607942.13,4
1,Charlotte,FALSE,TRUE,0,0,7,11607942.13,4
1,Chattanooga,FALSE,TRUE,0,0,7,11607942.13,4
1,Chicago,FALSE,TRUE,0,513058,7,11607942.13,4
1,Cincinnati,FALSE,TRUE,0,0,7,11607942.13,4
1,Dallas,FALSE,TRUE,0,3653839,7,11607942.13,4
1,Denver,FALSE,TRUE,0,2859873,7,11607942.13,4
1,Greenville,FALSE,TRUE,4133444,0,7,11607942.13,4
1,Indianapolis,FALSE,TRUE,1947428,1027919,7,11607942.13,4
1,Knoxville,FALSE,TRUE,0,0,7,11607942.13,4
1,Louisville,FALSE,TRUE,0,0,7,11607942.13,4
1,Memphis,FALSE,TRUE,0,0,7,11607942.13,4
1,Nashville,FALSE,TRUE,0,0,7,11607942.13,4
1,Pittsburgh,FALSE,TRUE,1283516,0,7,11607942.13,4
1,Atlanta,FALSE,TRUE,0,0,8,11588393.56,4
1,Charleston,FALSE,TRUE,1635612,0,8,11588393.56,4
1,Charlotte,FALSE,TRUE,0,0,8,11588393.56,4
1,Chattanooga,FALSE,TRUE,0,0,8,11588393.56,4
1,Chicago,FALSE,TRUE,0,513058,8,11588393.56,4
1,Cincinnati,FALSE,TRUE,0,0,8,11588393.56,4
1,Dallas,FALSE,TRUE,0,3300226,8,11588393.56,4
1,Denver,FALSE,TRUE,0,2859873,8,11588393.56,4
1,Greenville,FALSE,TRUE,4197791,0,8,11588393.56,4
1,Indianapolis,FALSE,TRUE,1883081,964358,8,11588393.56,4
1,Knoxville,FALSE,TRUE,0,0,8,11588393.56,4
1,Louisville,FALSE,TRUE,0,0,8,11588393.56,4
1,Memphis,FALSE,TRUE,0,417174,8,11588393.56,4
1,Nashville,FALSE,TRUE,0,0,8,11588393.56,4
1,Pittsburgh,FALSE,TRUE,1283516,0,8,11588393.56,4
1,Atlanta,FALSE,TRUE,425258,0,9,11574900.25,4
1,Charleston,FALSE,TRUE,1635612,0,9,11574900.25,4
1,Charlotte,FALSE,TRUE,0,0,9,11574900.25,4
1,Chattanooga,FALSE,TRUE,0,0,9,11574900.25,4
1,Chicago,FALSE,TRUE,0,558231,9,11574900.25,4
1,Cincinnati,FALSE,TRUE,0,0,9,11574900.25,4
1,Dallas,FALSE,TRUE,0,3283149,9,11574900.25,4
1,Denver,FALSE,TRUE,0,2846723,9,11574900.25,4
1,Greenville,FALSE,TRUE,3517039,0,9,11574900.25,4
1,Indianapolis,FALSE,TRUE,2523652,949412,9,11574900.25,4
1,Knoxville,FALSE,TRUE,0,0,9,11574900.25,4
1,Louisville,FALSE,TRUE,0,0,9,11574900.25,4
1,Memphis,FALSE,TRUE,0,417174,9,11574900.25,4
1,Nashville,FALSE,TRUE,0,0,9,11574900.25,4
1,Pittsburgh,FALSE,TRUE,898439,0,9,11574900.25,4
1,Atlanta,FALSE,TRUE,425258,0,10,11563181.92,4
1,Charleston,FALSE,TRUE,1635612,0,10,11563181.92,4
1,Charlotte,FALSE,TRUE,268921,0,10,11563181.92,4
1,Chattanooga,FALSE,TRUE,0,0,10,11563181.92,4
1,Chicago,FALSE,TRUE,0,513058,10,11563181.92,4
1,Cincinnati,FALSE,TRUE,0,0,10,11563181.92,4
1,Dallas,FALSE,TRUE,0,3283149,10,11563181.92,4
1,Denver,FALSE,TRUE,0,2859873,10,11563181.92,4
1,Greenville,FALSE,TRUE,3509284,0,10,11563181.92,4
1,Indianapolis,FALSE,TRUE,1877409,981435,10,11563181.92,4
1,Knoxville,FALSE,TRUE,0,0,10,11563181.92,4
1,Louisville,FALSE,TRUE,0,0,10,11563181.92,4
1,Memphis,FALSE,TRUE,0,417174,10,11563181.92,4
1,Nashville,FALSE,TRUE,0,0,10,11563181.92,4
1,Pittsburgh,FALSE,TRUE,1283516,0,10,11563181.92,4
1,Atlanta,FALSE,TRUE,343921,0,11,11556261.47,4
1,Charleston,FALSE,TRUE,1635612,0,11,11556261.47,4
1,Charlotte,FALSE,TRUE,268921,0,11,11556261.47,4
1,Chattanooga,FALSE,TRUE,0,0,11,11556261.47,4
1,Chicago,FALSE,TRUE,0,638166,11,11556261.47,4
1,Cincinnati,FALSE,TRUE,0,0,11,11556261.47,4
1,Dallas,FALSE,TRUE,0,3283149,11,11556261.47,4
1,Denver,FALSE,TRUE,0,2922372,11,11556261.47,4
1,Greenville,FALSE,TRUE,4014636,0,11,11556261.47,4
1,Indianapolis,FALSE,TRUE,1630563,858642,11,11556261.47,4
1,Knoxville,FALSE,TRUE,0,0,11,11556261.47,4
1,Louisville,FALSE,TRUE,0,0,11,11556261.47,4
1,Memphis,FALSE,TRUE,0,352360,11,11556261.47,4
1,Nashville,FALSE,TRUE,282297,0,11,11556261.47,4
1,Pittsburgh,FALSE,TRUE,824050,0,11,11556261.47,4
1,Atlanta,FALSE,TRUE,343921,0,12,11554957.93,4
1,Charleston,FALSE,TRUE,1635612,0,12,11554957.93,4
1,Charlotte,FALSE,TRUE,268921,0,12,11554957.93,4
1,Chattanooga,FALSE,TRUE,0,0,12,11554957.93,4
1,Chicago,FALSE,TRUE,0,513058,12,11554957.93,4
1,Cincinnati,FALSE,TRUE,0,0,12,11554957.93,4
1,Dallas,FALSE,TRUE,0,3271842,12,11554957.93,4
1,Denver,FALSE,TRUE,0,2859873,12,11554957.93,4
1,Greenville,FALSE,TRUE,3362522,0,12,11554957.93,4
1,Indianapolis,FALSE,TRUE,1907461,894306,12,11554957.93,4
1,Knoxville,FALSE,TRUE,198047,0,12,11554957.93,4
1,Louisville,FALSE,TRUE,0,0,12,11554957.93,4
1,Memphis,FALSE,TRUE,0,380660,12,11554957.93,4
1,Nashville,FALSE,TRUE,0,134950,12,11554957.93,4
1,Pittsburgh,FALSE,TRUE,1283516,0,12,11554957.93,4
1,Atlanta,FALSE,TRUE,343921,0,13,11554957.93,4
1,Charleston,FALSE,TRUE,1635612,0,13,11554957.93,4
1,Charlotte,FALSE,TRUE,268921,0,13,11554957.93,4
1,Chattanooga,FALSE,TRUE,0,0,13,11554957.93,4
1,Chicago,FALSE,TRUE,0,513058,13,11554957.93,4
1,Cincinnati,FALSE,TRUE,0,0,13,11554957.93,4
1,Dallas,FALSE,TRUE,0,3271842,13,11554957.93,4
1,Denver,FALSE,TRUE,0,2859873,13,11554957.93,4
1,Greenville,FALSE,TRUE,3362522,0,13,11554957.93,4
1,Indianapolis,FALSE,TRUE,1907461,894306,13,11554957.93,4
1,Knoxville,FALSE,TRUE,198047,0,13,11554957.93,4
1,Louisville,FALSE,TRUE,0,0,13,11554957.93,4
1,Memphis,FALSE,TRUE,0,380660,13,11554957.93,4
1,Nashville,FALSE,TRUE,0,134950,13,11554957.93,4
1,Pittsburgh,FALSE,TRUE,1283516,0,13,11554957.93,4
1,Atlanta,FALSE,TRUE,343921,0,14,11554957.93,4
1,Charleston,FALSE,TRUE,1635612,0,14,11554957.93,4
1,Charlotte,FALSE,TRUE,268921,0,14,11554957.93,4
1,Chattanooga,FALSE,TRUE,0,0,14,11554957.93,4
1,Chicago,FALSE,TRUE,0,513058,14,11554957.93,4
1,Cincinnati,FALSE,TRUE,0,0,14,11554957.93,4
1,Dallas,FALSE,TRUE,0,3271842,14,11554957.93,4
1,Denver,FALSE,TRUE,0,2859873,14,11554957.93,4
1,Greenville,FALSE,TRUE,3362522,0,14,11554957.93,4
1,Indianapolis,FALSE,TRUE,1907461,894306,14,11554957.93,4
1,Knoxville,FALSE,TRUE,198047,0,14,11554957.93,4
1,Louisville,FALSE,TRUE,0,0,14,11554957.93,4
1,Memphis,FALSE,TRUE,0,380660,14,11554957.93,4
1,Nashville,FALSE,TRUE,0,134950,14,11554957.93,4
1,Pittsburgh,FALSE,TRUE,1283516,0,14,11554957.93,4
1,Atlanta,FALSE,TRUE,343921,0,15,11554957.93,4
1,Charleston,FALSE,TRUE,1635612,0,15,11554957.93,4
1,Charlotte,FALSE,TRUE,268921,0,15,11554957.93,4
1,Chattanooga,FALSE,TRUE,0,0,15,11554957.93,4
1,Chicago,FALSE,TRUE,0,513058,15,11554957.93,4
1,Cincinnati,FALSE,TRUE,0,0,15,11554957.93,4
1,Dallas,FALSE,TRUE,0,3271842,15,11554957.93,4
1,Denver,FALSE,TRUE,0,2908618,15,11554957.93,4
1,Greenville,FALSE,TRUE,2910625,0,15,11554957.93,4
1,Indianapolis,FALSE,TRUE,2425328,845561,15,11554957.93,4
1,Knoxville,FALSE,TRUE,130354,0,15,11554957.93,4
1,Louisville,FALSE,TRUE,0,0,15,11554957.93,4
1,Memphis,FALSE,TRUE,0,401934,15,11554957.93,4
1,Nashville,FALSE,TRUE,0,113676,15,11554957.93,4
1,Pittsburgh,FALSE,TRUE,1285239,0,15,11554957.93,4
1,Atlanta,FALSE,TRUE,0,0,2,12499323.47,3
1,Charleston,FALSE,TRUE,0,0,2,12499323.47,3
1,Charlotte,FALSE,TRUE,0,0,2,12499323.47,3
1,Chattanooga,FALSE,TRUE,0,0,2,12499323.47,3
1,Chicago,FALSE,TRUE,0,0,2,12499323.47,3
1,Cincinnati,FALSE,TRUE,0,0,2,12499323.47,3
